OPERATEUR;FILIERE;Année;Code Région;Nom Région;CODE CATEGORIE CONSOMMATION;CODE GRAND SECTEUR;CODE SECTEUR NAF2;Nb sites;Conso totale (MWh);Conso moyenne (MWh);Nombre de mailles secretisées;Part thermosensible (%);Conso totale à usages thermosensibles (MWh);Conso totale à usages non thermosensibles (MWh);Thermosensibilité totale (kWh DJU);Conso totale corrigée de l'aléa climatique à usages thermosensibles (MWh);Conso moyenne à usages thermosensibles (MWh);Conso moyenne à usages non thermosensibles (MWh);Thermosensibilité moyenne (kWh DJU);Conso moyenne corrigée de l'aléa climatique à usages thermosensibles (MWh);DJU à TR;DJU à TN;Nombre d'habitants;Taux de logements collectifs;Taux de résidences principales;Superficie des logements <30 m2;Superficie des logements 30 à 40 m2;Superficie des logements 40 à 60 m2;Superficie des logements 60 à 80 m2;Superficie des logements 80 à 100 m2;Superficie des logements >100 m2;Résidences principales avant 1919;Résidences principales de 1919 à 1945;Résidences principales de 1946 à 1970;Résidences principales de 1971 à 1990;Résidences principales de 1991 à 2005;Résidences principales de 2006 à 2015;Résidences principales après 2016;Taux de chauffage électrique
GRDF;Gaz;2020;53;Bretagne;ENT;INDUSTRIE;20;18;135755.94016;7541.99667555556;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;53;Bretagne;ENT;INDUSTRIE;22;34;58120.22865;1709.41848970588;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;53;Bretagne;ENT;INDUSTRIE;23;16;46467.35663;2904.209789375;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;53;Bretagne;ENT;INDUSTRIE;28;18;27841.61346;1546.75630333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;53;Bretagne;ENT;INDUSTRIE;30;2;7196.88793;3598.443965;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;53;Bretagne;ENT;TERTIAIRE;;263;1042853.87762;3965.22386927757;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;53;Bretagne;ENT;TERTIAIRE;33;10;29882.54263;2988.254263;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;53;Bretagne;ENT;TERTIAIRE;38;11;167241.00985;15203.7281681818;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;53;Bretagne;ENT;TERTIAIRE;47;118;43295.93462;366.914700169492;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;53;Bretagne;ENT;TERTIAIRE;50;1;13.57016;13.57016;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;53;Bretagne;ENT;TERTIAIRE;56;23;4773.69047;207.551759565217;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;53;Bretagne;ENT;TERTIAIRE;58;2;3621.32149;1810.660745;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;53;Bretagne;ENT;TERTIAIRE;59;2;552.29361;276.146805;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;53;Bretagne;ENT;TERTIAIRE;61;17;7849.40194;461.729525882353;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;53;Bretagne;ENT;TERTIAIRE;66;7;15818.56335;2259.79476428571;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;53;Bretagne;ENT;TERTIAIRE;69;2;1782.13014;891.06507;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;53;Bretagne;ENT;TERTIAIRE;71;9;2403.15684;267.017426666667;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;53;Bretagne;ENT;TERTIAIRE;73;1;367.4449;367.4449;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;53;Bretagne;ENT;TERTIAIRE;81;12;10005.94255;833.828545833333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;53;Bretagne;ENT;TERTIAIRE;82;18;12108.09782;672.672101111111;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;53;Bretagne;ENT;TERTIAIRE;87;141;85239.84403;604.537900921986;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;53;Bretagne;ENT;TERTIAIRE;90;3;1737.43888;579.146293333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;53;Bretagne;ENT;TERTIAIRE;93;9;4165.38532;462.820591111111;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;53;Bretagne;ENT;TERTIAIRE;96;22;37490.66657;1704.12120772727;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;53;Bretagne;PRO;AGRICULTURE;;139;6153.64736;44.2708443165468;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;53;Bretagne;PRO;INDUSTRIE;;2222;114363.52126;51.468731440144;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;75;Nouvelle-Aquitaine;ENT;AGRICULTURE;;12;8522.0218;710.168483333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;75;Nouvelle-Aquitaine;ENT;AGRICULTURE;03;2;1928.55169;964.275845;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;75;Nouvelle-Aquitaine;ENT;INDUSTRIE;;109;748807.58142;6869.79432495413;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;75;Nouvelle-Aquitaine;ENT;INDUSTRIE;08;3;8540.69255;2846.89751666667;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;75;Nouvelle-Aquitaine;ENT;INDUSTRIE;10;159;635593.1691;3997.44131509434;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;75;Nouvelle-Aquitaine;ENT;INDUSTRIE;11;73;174675.26645;2392.81186917808;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;75;Nouvelle-Aquitaine;ENT;INDUSTRIE;17;21;61401.16345;2923.86492619048;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;75;Nouvelle-Aquitaine;ENT;INDUSTRIE;24;8;96363.07693;12045.38461625;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;75;Nouvelle-Aquitaine;ENT;INDUSTRIE;28;34;38366.61604;1128.42988352941;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;75;Nouvelle-Aquitaine;ENT;INDUSTRIE;29;18;22119.06468;1228.83692666667;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;75;Nouvelle-Aquitaine;ENT;INDUSTRIE;30;35;40374.92138;1153.56918228571;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;75;Nouvelle-Aquitaine;ENT;INDUSTRIE;41;5;1567.8173;313.56346;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;75;Nouvelle-Aquitaine;ENT;TERTIAIRE;38;11;34302.91262;3118.44660181818;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;75;Nouvelle-Aquitaine;ENT;TERTIAIRE;51;1;650.1456;650.1456;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;75;Nouvelle-Aquitaine;ENT;TERTIAIRE;58;2;721.87621;360.938105;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;75;Nouvelle-Aquitaine;ENT;TERTIAIRE;59;2;273.5681;136.78405;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;75;Nouvelle-Aquitaine;ENT;TERTIAIRE;64;38;42033.23678;1106.13781;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;75;Nouvelle-Aquitaine;ENT;TERTIAIRE;70;68;53745.22783;790.3709975;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;75;Nouvelle-Aquitaine;ENT;TERTIAIRE;72;7;11516.77752;1645.25393142857;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;75;Nouvelle-Aquitaine;ENT;TERTIAIRE;86;170;325655.45147;1915.62030276471;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;75;Nouvelle-Aquitaine;ENT;TERTIAIRE;92;3;695.19062;231.730206666667;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;75;Nouvelle-Aquitaine;ENT;TERTIAIRE;95;1;32.90802;32.90802;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;75;Nouvelle-Aquitaine;ENT;TERTIAIRE;96;52;51487.77353;990.149490961538;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;75;Nouvelle-Aquitaine;RES;RESIDENTIEL;;737087;7589513.99948;10.2966325542032;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;76;Occitanie;ENT;AGRICULTURE;;5;12411.2535;2482.2507;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;76;Occitanie;ENT;INDUSTRIE;;89;544057.74068;6113.00832224719;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;76;Occitanie;ENT;INDUSTRIE;13;8;14074.17501;1759.27187625;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;76;Occitanie;ENT;INDUSTRIE;14;9;5452.78618;605.865131111111;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;76;Occitanie;ENT;INDUSTRIE;15;9;8242.90747;915.878607777778;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;76;Occitanie;ENT;INDUSTRIE;17;9;12902.4523;1433.60581111111;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;76;Occitanie;ENT;INDUSTRIE;18;6;2805.55715;467.592858333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;76;Occitanie;ENT;INDUSTRIE;20;28;132891.93199;4746.14042821429;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;76;Occitanie;ENT;INDUSTRIE;21;9;31597.85276;3510.87252888889;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;76;Occitanie;ENT;INDUSTRIE;29;9;2592.65649;288.072943333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;76;Occitanie;ENT;INDUSTRIE;31;2;653.05311;326.526555;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;76;Occitanie;ENT;INDUSTRIE;32;3;1569.72233;523.240776666667;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;76;Occitanie;ENT;INDUSTRIE;42;8;5296.30093;662.03761625;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;76;Occitanie;ENT;INDUSTRIE;43;109;96106.98768;881.715483302752;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;76;Occitanie;ENT;TERTIAIRE;33;16;24863.5505;1553.97190625;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;76;Occitanie;ENT;TERTIAIRE;46;103;205298.97717;1993.1939531068;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;76;Occitanie;ENT;TERTIAIRE;47;165;73821.67029;447.404062363636;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;76;Occitanie;ENT;TERTIAIRE;55;151;43303.52065;286.778282450331;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;76;Occitanie;ENT;TERTIAIRE;61;26;7283.11273;280.119720384615;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;76;Occitanie;ENT;TERTIAIRE;65;10;2719.33899;271.933899;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;76;Occitanie;ENT;TERTIAIRE;71;9;1698.44207;188.715785555556;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;76;Occitanie;ENT;TERTIAIRE;77;9;32403.95335;3600.43926111111;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;76;Occitanie;ENT;TERTIAIRE;79;1;716.16671;716.16671;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;76;Occitanie;ENT;TERTIAIRE;85;323;163693.41661;506.790763498452;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;76;Occitanie;ENT;TERTIAIRE;91;3;942.45339;314.15113;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;76;Occitanie;ENT;TERTIAIRE;92;2;424.41605;212.208025;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;76;Occitanie;ENT;TERTIAIRE;94;87;31940.86549;367.136384942529;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;76;Occitanie;ENT;TERTIAIRE;99;1;503.93658;503.93658;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;76;Occitanie;PRO;AGRICULTURE;;287;10098.78427;35.1874016376307;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;76;Occitanie;PRO;INDUSTRIE;;3491;185070.66806;53.0136545574334;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;76;Occitanie;PRO;TERTIAIRE;;28800;1138291.27417;39.5240025753472;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;76;Occitanie;RES;RESIDENTIEL;;850933;7828053.48343;9.19937701726223;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;84;Auvergne-Rhône-Alpes;ENT;AGRICULTURE;01;84;38634.08955;459.9296375;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;84;Auvergne-Rhône-Alpes;ENT;INDUSTRIE;;234;1590266.27274;6796.0097125641;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;84;Auvergne-Rhône-Alpes;ENT;INDUSTRIE;13;94;245371.54845;2610.33562180851;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;84;Auvergne-Rhône-Alpes;ENT;INDUSTRIE;20;70;592334.78106;8461.92544371428;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;84;Auvergne-Rhône-Alpes;ENT;INDUSTRIE;23;77;341688.81818;4437.51711922078;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;84;Auvergne-Rhône-Alpes;ENT;INDUSTRIE;25;423;527062.34079;1246.01026191489;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;84;Auvergne-Rhône-Alpes;ENT;INDUSTRIE;29;76;142404.23129;1873.73988539474;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;39;1;19161.169;19161.169;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;45;223;74822.85667;335.528505246637;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;52;61;37978.38333;622.596448032787;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;53;3;1208.81036;402.936786666667;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;55;242;114539.23951;473.302642603306;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;60;2;1915.76265;957.881325;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;63;4;2232.12946;558.032365;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;66;11;5852.06785;532.006168181818;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;68;1199;660682.59268;551.028017247706;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;72;36;53189.11136;1477.47531555556;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;77;15;29715.22094;1981.01472933333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;78;2;1006.31815;503.159075;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;80;1;222.80768;222.80768;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;86;294;644973.04488;2193.78586693878;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;87;506;306867.60815;606.457723616601;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;88;188;101817.15175;541.580594414894;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;91;7;4573.15221;653.307458571429;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
